date,crop,zone,price,quantity_sold_kg
2026-02-04,Strawberry,Zone B,142.29,27.5
2026-02-05,Tomato,Zone A,15.38,22.6
2026-02-05,Tomato,Zone B,15.54,59.1
2026-02-05,Onion,Zone A,42.09,97.0
2026-02-05,Onion,Zone B,42.84,38.6
2026-02-05,Potato,Zone A,20.49,24.6
2026-02-05,Potato,Zone B,21.25,33.7
2026-02-05,Garlic,Zone A,139.63,32.6
2026-02-05,Garlic,Zone B,136.25,62.9
2026-02-05,Ginger,Zone A,86.71,96.4
2026-02-05,Ginger,Zone B,92.43,30.4
2026-02-05,Capsicum,Zone A,31.06,76.8
2026-02-05,Capsicum,Zone B,31.17,68.3
2026-02-05,Cauliflower,Zone A,31.54,60.2
2026-02-05,Cauliflower,Zone B,31.78,42.0
2026-02-05,Chilli,Zone A,50.8,25.1
2026-02-05,Chilli,Zone B,51.87,84.6
2026-02-05,Grapes,Zone A,94.17,90.3
2026-02-05,Grapes,Zone B,90.89,66.1
2026-02-05,Apple,Zone A,150.95,90.5
2026-02-05,Apple,Zone B,153.02,76.0
2026-02-05,Banana,Zone A,45.21,69.0
2026-02-05,Banana,Zone B,47.09,34.0
2026-02-05,Strawberry,Zone A,146.26,78.7
2026-02-05,Strawberry,Zone B,141.25,92.9
2026-02-06,Tomato,Zone A,15.64,51.5
2026-02-06,Tomato,Zone B,16.1,39.2
2026-02-06,Onion,Zone A,45.82,70.2
2026-02-06,Onion,Zone B,45.89,93.3
2026-02-06,Potato,Zone A,21.75,37.4
2026-02-06,Potato,Zone B,21.36,99.4
2026-02-06,Garlic,Zone A,138.55,26.1
2026-02-06,Garlic,Zone B,129.06,81.3
2026-02-06,Ginger,Zone A,88.09,40.2
2026-02-06,Ginger,Zone B,88.48,57.0
2026-02-06,Capsicum,Zone A,30.91,80.0
2026-02-06,Capsicum,Zone B,30.15,79.7
2026-02-06,Cauliflower,Zone A,30.81,20.9
2026-02-06,Cauliflower,Zone B,30.11,93.4
2026-02-06,Chilli,Zone A,55.12,58.8
2026-02-06,Chilli,Zone B,52.18,63.9
2026-02-06,Grapes,Zone A,89.61,31.2
2026-02-06,Grapes,Zone B,88.72,87.3
2026-02-06,Apple,Zone A,139.47,28.0
2026-02-06,Apple,Zone B,142.67,62.8
2026-02-06,Banana,Zone A,43.0,81.1
2026-02-06,Banana,Zone B,45.14,32.3
2026-02-06,Strawberry,Zone A,141.39,22.8
2026-02-06,Strawberry,Zone B,146.69,37.3
2026-02-07,Tomato,Zone A,17.55,84.9
2026-02-07,Tomato,Zone B,17.28,77.3
2026-02-07,Onion,Zone A,46.38,44.7
2026-02-07,Onion,Zone B,45.11,20.4
2026-02-07,Potato,Zone A,22.11,94.3
2026-02-07,Potato,Zone B,21.43,39.1
2026-02-07,Garlic,Zone A,121.43,99.1
2026-02-07,Garlic,Zone B,120.6,35.4
2026-02-07,Ginger,Zone A,89.47,90.6
2026-02-07,Ginger,Zone B,93.69,86.4
2026-02-07,Capsicum,Zone A,30.18,53.3
2026-02-07,Capsicum,Zone B,30.03,46.2
2026-02-07,Cauliflower,Zone A,29.44,36.6
2026-02-07,Cauliflower,Zone B,30.29,95.1
2026-02-07,Chilli,Zone A,51.7,48.5
2026-02-07,Chilli,Zone B,51.53,52.2
2026-02-07,Grapes,Zone A,86.94,56.7
2026-02-07,Grapes,Zone B,84.67,85.2
2026-02-07,Apple,Zone A,150.65,25.4
2026-02-07,Apple,Zone B,148.82,44.1
2026-02-07,Banana,Zone A,47.2,28.1
2026-02-07,Banana,Zone B,45.58,99.2
2026-02-07,Strawberry,Zone A,153.81,96.7
2026-02-07,Strawberry,Zone B,159.22,98.5
2026-02-08,Tomato,Zone A,17.33,97.8
2026-02-08,Tomato,Zone B,17.35,46.6
2026-02-08,Onion,Zone A,47.01,45.4
2026-02-08,Onion,Zone B,46.89,58.6
2026-02-08,Potato,Zone A,20.18,66.8
2026-02-08,Potato,Zone B,19.82,71.2
2026-02-08,Garlic,Zone A,126.46,99.1
2026-02-08,Garlic,Zone B,122.89,69.3
2026-02-08,Ginger,Zone A,92.14,79.0
2026-02-08,Ginger,Zone B,95.5,69.6
2026-02-08,Capsicum,Zone A,30.05,43.7
2026-02-08,Capsicum,Zone B,29.51,36.4
2026-02-08,Cauliflower,Zone A,29.58,67.8
2026-02-08,Cauliflower,Zone B,29.63,79.1
2026-02-08,Chilli,Zone A,53.1,71.5
2026-02-08,Chilli,Zone B,55.18,61.7
2026-02-08,Grapes,Zone A,99.8,43.1
2026-02-08,Grapes,Zone B,94.87,87.8
2026-02-08,Apple,Zone A,144.43,63.1
2026-02-08,Apple,Zone B,152.27,73.2
2026-02-08,Banana,Zone A,44.53,77.6
2026-02-08,Banana,Zone B,44.25,50.5
2026-02-08,Strawberry,Zone A,143.02,20.5
2026-02-08,Strawberry,Zone B,147.94,25.6
2026-02-09,Tomato,Zone A,15.74,31.3
2026-02-09,Tomato,Zone B,15.21,27.3
2026-02-09,Onion,Zone A,46.62,94.5
2026-02-09,Onion,Zone B,44.46,26.3
2026-02-09,Potato,Zone A,21.14,77.7
2026-02-09,Potato,Zone B,21.03,34.1
2026-02-09,Garlic,Zone A,123.81,55.9
2026-02-09,Garlic,Zone B,127.34,41.7
2026-02-09,Ginger,Zone A,89.42,97.8
2026-02-09,Ginger,Zone B,91.78,33.4
2026-02-09,Capsicum,Zone A,32.66,78.8
2026-02-09,Capsicum,Zone B,33.33,85.6
2026-02-09,Cauliflower,Zone A,29.69,50.5
2026-02-09,Cauliflower,Zone B,31.76,80.7
2026-02-09,Chilli,Zone A,57.75,32.2
2026-02-09,Chilli,Zone B,58.36,40.6
2026-02-09,Grapes,Zone A,89.82,50.0
2026-02-09,Grapes,Zone B,90.91,25.8
2026-02-09,Apple,Zone A,144.19,32.4
2026-02-09,Apple,Zone B,140.96,21.0
2026-02-09,Banana,Zone A,45.81,59.3
2026-02-09,Banana,Zone B,46.54,95.2
2026-02-09,Strawberry,Zone A,159.57,59.2
2026-02-09,Strawberry,Zone B,163.02,67.1
2026-02-10,Tomato,Zone A,15.63,93.7
2026-02-10,Tomato,Zone B,16.08,65.2
2026-02-10,Onion,Zone A,43.4,40.4
2026-02-10,Onion,Zone B,45.07,77.8
2026-02-10,Potato,Zone A,20.64,75.1
2026-02-10,Potato,Zone B,20.99,72.1
2026-02-10,Garlic,Zone A,144.92,39.4
2026-02-10,Garlic,Zone B,136.94,85.1
2026-02-10,Ginger,Zone A,92.47,75.8
2026-02-10,Ginger,Zone B,92.24,40.9
2026-02-10,Capsicum,Zone A,33.21,40.3
2026-02-10,Capsicum,Zone B,33.0,96.1
2026-02-10,Cauliflower,Zone A,29.81,81.7
2026-02-10,Cauliflower,Zone B,31.38,93.4
2026-02-10,Chilli,Zone A,54.81,92.1
2026-02-10,Chilli,Zone B,54.52,35.1
2026-02-10,Grapes,Zone A,91.84,40.2
2026-02-10,Grapes,Zone B,88.06,97.4
2026-02-10,Apple,Zone A,150.95,44.6
2026-02-10,Apple,Zone B,151.3,90.1
2026-02-10,Banana,Zone A,44.51,70.9
2026-02-10,Banana,Zone B,47.04,47.6
2026-02-10,Strawberry,Zone A,141.62,94.4
2026-02-10,Strawberry,Zone B,137.72,44.6
2026-02-11,Tomato,Zone A,18.42,20.1
2026-02-11,Tomato,Zone B,17.34,75.7
2026-02-11,Onion,Zone A,45.67,78.6
2026-02-11,Onion,Zone B,43.92,50.0
2026-02-11,Potato,Zone A,20.87,34.6
2026-02-11,Potato,Zone B,22.16,56.1
2026-02-11,Garlic,Zone A,136.04,24.7
2026-02-11,Garlic,Zone B,136.0,80.7
2026-02-11,Ginger,Zone A,90.66,52.7
2026-02-11,Ginger,Zone B,88.73,70.0
2026-02-11,Capsicum,Zone A,34.27,43.5
2026-02-11,Capsicum,Zone B,34.87,42.1
2026-02-11,Cauliflower,Zone A,29.73,58.2
2026-02-11,Cauliflower,Zone B,29.93,28.1
2026-02-11,Chilli,Zone A,53.65,20.6
2026-02-11,Chilli,Zone B,52.93,99.0
2026-02-11,Grapes,Zone A,84.25,20.6
2026-02-11,Grapes,Zone B,84.79,99.0
2026-02-11,Apple,Zone A,159.24,57.9
2026-02-11,Apple,Zone B,151.91,54.4
2026-02-11,Banana,Zone A,45.8,100.0
2026-02-11,Banana,Zone B,45.54,95.3
2026-02-11,Strawberry,Zone A,151.47,24.6
2026-02-11,Strawberry,Zone B,151.2,46.4
2026-02-12,Tomato,Zone A,15.25,75.9
2026-02-12,Tomato,Zone B,15.58,91.0
2026-02-12,Onion,Zone A,43.73,89.5
2026-02-12,Onion,Zone B,42.61,75.9
2026-02-12,Potato,Zone A,21.58,69.5
2026-02-12,Potato,Zone B,22.08,58.0
2026-02-12,Garlic,Zone A,126.67,98.9
2026-02-12,Garlic,Zone B,134.67,85.0
2026-02-12,Ginger,Zone A,84.69,23.7
2026-02-12,Ginger,Zone B,87.76,46.0
2026-02-12,Capsicum,Zone A,32.94,52.0
2026-02-12,Capsicum,Zone B,32.96,26.5
2026-02-12,Cauliflower,Zone A,30.81,94.5
2026-02-12,Cauliflower,Zone B,30.94,88.6
2026-02-12,Chilli,Zone A,58.3,43.5
2026-02-12,Chilli,Zone B,55.83,31.5
2026-02-12,Grapes,Zone A,91.6,88.5
2026-02-12,Grapes,Zone B,91.11,30.2
2026-02-12,Apple,Zone A,152.0,73.8
2026-02-12,Apple,Zone B,155.05,90.0
2026-02-12,Banana,Zone A,43.32,29.3
2026-02-12,Banana,Zone B,44.07,39.3
2026-02-12,Strawberry,Zone A,143.57,72.8
2026-02-12,Strawberry,Zone B,136.09,54.8
2026-02-13,Tomato,Zone A,16.68,94.3
2026-02-13,Tomato,Zone B,17.7,81.3
2026-02-13,Onion,Zone A,42.89,58.1
2026-02-13,Onion,Zone B,45.13,29.8
2026-02-13,Potato,Zone A,19.31,78.0
2026-02-13,Potato,Zone B,18.63,75.3
2026-02-13,Garlic,Zone A,145.79,81.3
2026-02-13,Garlic,Zone B,142.06,71.5
2026-02-13,Ginger,Zone A,90.44,78.9
2026-02-13,Ginger,Zone B,88.05,71.4
2026-02-13,Capsicum,Zone A,34.32,84.7
2026-02-13,Capsicum,Zone B,32.63,29.3
2026-02-13,Cauliflower,Zone A,27.82,79.2
2026-02-13,Cauliflower,Zone B,29.77,79.6
2026-02-13,Chilli,Zone A,52.33,88.3
2026-02-13,Chilli,Zone B,54.81,66.2
2026-02-13,Grapes,Zone A,79.64,62.8
2026-02-13,Grapes,Zone B,84.82,98.4
2026-02-13,Apple,Zone A,145.7,74.3
2026-02-13,Apple,Zone B,150.79,61.6
2026-02-13,Banana,Zone A,44.45,51.6
2026-02-13,Banana,Zone B,45.6,56.8
2026-02-13,Strawberry,Zone A,143.83,87.0
2026-02-13,Strawberry,Zone B,138.91,56.5
2026-02-14,Tomato,Zone A,16.33,73.2
2026-02-14,Tomato,Zone B,17.21,76.2
2026-02-14,Onion,Zone A,44.75,99.2
2026-02-14,Onion,Zone B,44.08,99.7
2026-02-14,Potato,Zone A,21.36,86.3
2026-02-14,Potato,Zone B,21.39,76.3
2026-02-14,Garlic,Zone A,134.01,46.7
2026-02-14,Garlic,Zone B,132.43,36.8
2026-02-14,Ginger,Zone A,94.38,76.0
2026-02-14,Ginger,Zone B,88.8,89.2
2026-02-14,Capsicum,Zone A,31.04,51.3
2026-02-14,Capsicum,Zone B,32.28,72.7
2026-02-14,Cauliflower,Zone A,32.27,63.8
2026-02-14,Cauliflower,Zone B,30.64,74.2
2026-02-14,Chilli,Zone A,58.89,51.3
2026-02-14,Chilli,Zone B,57.83,42.6
2026-02-14,Grapes,Zone A,91.7,88.5
2026-02-14,Grapes,Zone B,93.19,30.5
2026-02-14,Apple,Zone A,154.77,84.4
2026-02-14,Apple,Zone B,158.09,76.8
2026-02-14,Banana,Zone A,43.6,31.0
2026-02-14,Banana,Zone B,45.51,43.3
2026-02-14,Strawberry,Zone A,135.78,79.9
2026-02-14,Strawberry,Zone B,141.53,20.7
2026-02-15,Tomato,Zone A,17.28,74.3
2026-02-15,Tomato,Zone B,17.85,31.8
2026-02-15,Onion,Zone A,46.75,87.3
2026-02-15,Onion,Zone B,48.63,27.7
2026-02-15,Potato,Zone A,21.83,24.2
2026-02-15,Potato,Zone B,23.26,72.0
2026-02-15,Garlic,Zone A,139.29,70.2
2026-02-15,Garlic,Zone B,133.21,22.7
2026-02-15,Ginger,Zone A,87.59,75.0
2026-02-15,Ginger,Zone B,90.86,72.2
2026-02-15,Capsicum,Zone A,32.75,83.6
2026-02-15,Capsicum,Zone B,32.66,82.2
2026-02-15,Cauliflower,Zone A,31.47,42.0
2026-02-15,Cauliflower,Zone B,31.48,49.4
2026-02-15,Chilli,Zone A,51.14,59.1
2026-02-15,Chilli,Zone B,53.62,60.8
2026-02-15,Grapes,Zone A,83.36,65.8
2026-02-15,Grapes,Zone B,81.38,79.6
2026-02-15,Apple,Zone A,150.48,58.7
2026-02-15,Apple,Zone B,156.2,54.7
2026-02-15,Banana,Zone A,43.87,25.1
2026-02-15,Banana,Zone B,46.8,83.6
2026-02-15,Strawberry,Zone A,143.5,21.6
2026-02-15,Strawberry,Zone B,140.62,62.9
2026-02-16,Tomato,Zone A,17.42,61.5
2026-02-16,Tomato,Zone B,17.55,77.1
2026-02-16,Onion,Zone A,44.91,80.2
2026-02-16,Onion,Zone B,48.03,91.8
2026-02-16,Potato,Zone A,19.58,34.4
2026-02-16,Potato,Zone B,19.51,84.0
2026-02-16,Garlic,Zone A,119.3,36.5
2026-02-16,Garlic,Zone B,119.62,65.0
2026-02-16,Ginger,Zone A,89.7,98.4
2026-02-16,Ginger,Zone B,93.21,49.1
2026-02-16,Capsicum,Zone A,33.06,95.6
2026-02-16,Capsicum,Zone B,31.94,44.0
2026-02-16,Cauliflower,Zone A,31.39,82.6
2026-02-16,Cauliflower,Zone B,31.74,55.6
2026-02-16,Chilli,Zone A,56.29,61.8
2026-02-16,Chilli,Zone B,57.58,48.2
2026-02-16,Grapes,Zone A,89.26,27.9
2026-02-16,Grapes,Zone B,93.72,39.0
2026-02-16,Apple,Zone A,142.99,86.6
2026-02-16,Apple,Zone B,150.64,68.2
2026-02-16,Banana,Zone A,43.23,30.3
2026-02-16,Banana,Zone B,44.15,25.9
2026-02-16,Strawberry,Zone A,140.54,92.3
2026-02-16,Strawberry,Zone B,140.75,26.7
2026-02-17,Tomato,Zone A,15.67,75.6
2026-02-17,Tomato,Zone B,15.81,25.6
2026-02-17,Onion,Zone A,47.87,75.7
2026-02-17,Onion,Zone B,44.91,49.8
2026-02-17,Potato,Zone A,21.76,68.4
2026-02-17,Potato,Zone B,21.08,32.3
2026-02-17,Garlic,Zone A,143.06,22.1
2026-02-17,Garlic,Zone B,145.01,26.2
2026-02-17,Ginger,Zone A,83.92,63.9
2026-02-17,Ginger,Zone B,83.61,71.2
2026-02-17,Capsicum,Zone A,31.75,41.9
2026-02-17,Capsicum,Zone B,33.13,38.1
2026-02-17,Cauliflower,Zone A,28.25,97.5
2026-02-17,Cauliflower,Zone B,28.25,28.4
2026-02-17,Chilli,Zone A,55.85,78.3
2026-02-17,Chilli,Zone B,56.45,85.7
2026-02-17,Grapes,Zone A,90.79,76.0
2026-02-17,Grapes,Zone B,93.23,64.1
2026-02-17,Apple,Zone A,156.42,33.7
2026-02-17,Apple,Zone B,157.03,51.2
2026-02-17,Banana,Zone A,45.16,97.4
2026-02-17,Banana,Zone B,44.42,67.6
2026-02-17,Strawberry,Zone A,157.65,30.2
2026-02-17,Strawberry,Zone B,151.74,61.1
2026-02-18,Tomato,Zone A,15.0,50.3
2026-02-18,Tomato,Zone B,15.76,24.2
2026-02-18,Onion,Zone A,47.76,76.6
2026-02-18,Onion,Zone B,45.09,68.7
2026-02-18,Potato,Zone A,20.86,98.9
2026-02-18,Potato,Zone B,21.91,60.2
2026-02-18,Garlic,Zone A,125.89,95.3
2026-02-18,Garlic,Zone B,130.48,85.1
2026-02-18,Ginger,Zone A,90.77,95.8
2026-02-18,Ginger,Zone B,87.59,45.0
2026-02-18,Capsicum,Zone A,29.51,78.4
2026-02-18,Capsicum,Zone B,31.63,33.2
2026-02-18,Cauliflower,Zone A,29.23,64.3
2026-02-18,Cauliflower,Zone B,28.66,89.9
2026-02-18,Chilli,Zone A,57.19,60.7
2026-02-18,Chilli,Zone B,58.6,58.4
2026-02-18,Grapes,Zone A,94.62,91.0
2026-02-18,Grapes,Zone B,92.44,52.4
2026-02-18,Apple,Zone A,156.73,79.7
2026-02-18,Apple,Zone B,154.34,76.2
2026-02-18,Banana,Zone A,45.18,79.1
2026-02-18,Banana,Zone B,47.79,85.9
2026-02-18,Strawberry,Zone A,159.13,68.7
2026-02-18,Strawberry,Zone B,160.13,97.2
2026-02-19,Tomato,Zone A,17.54,61.9
2026-02-19,Tomato,Zone B,16.65,26.0
2026-02-19,Onion,Zone A,46.58,96.2
2026-02-19,Onion,Zone B,46.24,50.3
2026-02-19,Potato,Zone A,19.53,93.1
2026-02-19,Potato,Zone B,19.75,63.1
2026-02-19,Garlic,Zone A,134.16,43.9
2026-02-19,Garlic,Zone B,136.11,37.0
2026-02-19,Ginger,Zone A,92.65,37.4
2026-02-19,Ginger,Zone B,90.7,94.6
2026-02-19,Capsicum,Zone A,34.74,22.8
2026-02-19,Capsicum,Zone B,33.76,69.4
2026-02-19,Cauliflower,Zone A,29.62,69.2
2026-02-19,Cauliflower,Zone B,29.55,48.3
2026-02-19,Chilli,Zone A,53.91,34.9
2026-02-19,Chilli,Zone B,51.67,28.1
2026-02-19,Grapes,Zone A,87.61,61.1
2026-02-19,Grapes,Zone B,88.11,29.9
2026-02-19,Apple,Zone A,145.68,72.5
2026-02-19,Apple,Zone B,146.53,51.6
2026-02-19,Banana,Zone A,43.84,34.6
2026-02-19,Banana,Zone B,45.2,28.7
2026-02-19,Strawberry,Zone A,150.83,32.9
2026-02-19,Strawberry,Zone B,145.12,54.7
2026-02-20,Tomato,Zone A,16.55,35.9
2026-02-20,Tomato,Zone B,15.68,23.2
2026-02-20,Onion,Zone A,45.39,92.1
2026-02-20,Onion,Zone B,43.32,35.9
2026-02-20,Potato,Zone A,20.82,41.3
2026-02-20,Potato,Zone B,20.42,64.0
2026-02-20,Garlic,Zone A,141.58,46.0
2026-02-20,Garlic,Zone B,142.14,90.5
2026-02-20,Ginger,Zone A,93.07,87.4
2026-02-20,Ginger,Zone B,89.22,28.8
2026-02-20,Capsicum,Zone A,29.47,32.4
2026-02-20,Capsicum,Zone B,30.65,81.4
2026-02-20,Cauliflower,Zone A,29.63,47.4
2026-02-20,Cauliflower,Zone B,30.32,79.0
2026-02-20,Chilli,Zone A,53.72,58.9
2026-02-20,Chilli,Zone B,55.78,39.8
2026-02-20,Grapes,Zone A,85.09,40.0
2026-02-20,Grapes,Zone B,86.83,89.1
2026-02-20,Apple,Zone A,154.23,85.6
2026-02-20,Apple,Zone B,153.62,76.5
2026-02-20,Banana,Zone A,47.14,60.2
2026-02-20,Banana,Zone B,45.21,99.4
2026-02-20,Strawberry,Zone A,152.59,38.4
2026-02-20,Strawberry,Zone B,146.52,23.1
2026-02-21,Tomato,Zone A,18.59,54.1
2026-02-21,Tomato,Zone B,18.14,27.3
2026-02-21,Onion,Zone A,42.66,44.5
2026-02-21,Onion,Zone B,43.44,38.5
2026-02-21,Potato,Zone A,19.98,60.8
2026-02-21,Potato,Zone B,20.24,44.3
2026-02-21,Garlic,Zone A,124.24,48.1
2026-02-21,Garlic,Zone B,125.63,45.6
2026-02-21,Ginger,Zone A,82.77,24.2
2026-02-21,Ginger,Zone B,87.61,37.0
2026-02-21,Capsicum,Zone A,33.91,28.1
2026-02-21,Capsicum,Zone B,32.0,95.9
2026-02-21,Cauliflower,Zone A,29.13,27.8
2026-02-21,Cauliflower,Zone B,28.44,64.1
2026-02-21,Chilli,Zone A,56.22,79.3
2026-02-21,Chilli,Zone B,56.36,82.3
2026-02-21,Grapes,Zone A,90.29,72.0
2026-02-21,Grapes,Zone B,89.11,50.7
2026-02-21,Apple,Zone A,151.2,79.4
2026-02-21,Apple,Zone B,151.08,66.9
2026-02-21,Banana,Zone A,47.43,35.2
2026-02-21,Banana,Zone B,47.62,94.0
2026-02-21,Strawberry,Zone A,137.53,47.4
2026-02-21,Strawberry,Zone B,139.49,99.2
2026-02-22,Tomato,Zone A,15.88,23.5
2026-02-22,Tomato,Zone B,15.22,64.0
2026-02-22,Onion,Zone A,45.21,88.3
2026-02-22,Onion,Zone B,45.31,98.0
2026-02-22,Potato,Zone A,22.01,77.4
2026-02-22,Potato,Zone B,22.83,25.4
2026-02-22,Garlic,Zone A,134.54,60.3
2026-02-22,Garlic,Zone B,125.08,67.9
2026-02-22,Ginger,Zone A,89.05,23.6
2026-02-22,Ginger,Zone B,92.26,83.6
2026-02-22,Capsicum,Zone A,34.82,51.8
2026-02-22,Capsicum,Zone B,34.67,89.6
2026-02-22,Cauliflower,Zone A,30.57,80.1
2026-02-22,Cauliflower,Zone B,31.12,82.3
2026-02-22,Chilli,Zone A,53.46,34.7
2026-02-22,Chilli,Zone B,52.97,37.4
2026-02-22,Grapes,Zone A,96.85,83.3
2026-02-22,Grapes,Zone B,93.66,76.6
2026-02-22,Apple,Zone A,148.01,37.6
2026-02-22,Apple,Zone B,152.88,64.2
2026-02-22,Banana,Zone A,41.94,39.1
2026-02-22,Banana,Zone B,41.92,31.9
2026-02-22,Strawberry,Zone A,164.29,41.6
2026-02-22,Strawberry,Zone B,162.55,71.4
2026-02-23,Tomato,Zone A,16.15,62.8
2026-02-23,Tomato,Zone B,15.12,47.8
2026-02-23,Onion,Zone A,45.0,26.7
2026-02-23,Onion,Zone B,46.22,63.9
2026-02-23,Potato,Zone A,21.3,68.9
2026-02-23,Potato,Zone B,21.16,24.6
2026-02-23,Garlic,Zone A,143.2,37.5
2026-02-23,Garlic,Zone B,144.78,34.1
2026-02-23,Ginger,Zone A,94.53,98.3
2026-02-23,Ginger,Zone B,96.34,82.4
2026-02-23,Capsicum,Zone A,31.24,50.6
2026-02-23,Capsicum,Zone B,31.02,89.6
2026-02-23,Cauliflower,Zone A,30.53,85.3
2026-02-23,Cauliflower,Zone B,29.72,41.5
2026-02-23,Chilli,Zone A,56.81,80.2
2026-02-23,Chilli,Zone B,53.92,38.5
2026-02-23,Grapes,Zone A,93.49,92.2
2026-02-23,Grapes,Zone B,91.41,34.5
2026-02-23,Apple,Zone A,149.49,35.1
2026-02-23,Apple,Zone B,145.17,78.4
2026-02-23,Banana,Zone A,43.91,33.0
2026-02-23,Banana,Zone B,44.49,51.5
2026-02-23,Strawberry,Zone A,146.2,25.8
2026-02-23,Strawberry,Zone B,148.33,92.7
2026-02-24,Tomato,Zone A,17.34,62.1
2026-02-24,Tomato,Zone B,18.24,84.6
2026-02-24,Onion,Zone A,45.02,21.7
2026-02-24,Onion,Zone B,46.65,81.1
2026-02-24,Potato,Zone A,20.39,39.9
2026-02-24,Potato,Zone B,20.46,31.4
2026-02-24,Garlic,Zone A,129.8,97.3
2026-02-24,Garlic,Zone B,140.0,28.5
2026-02-24,Ginger,Zone A,90.93,76.6
2026-02-24,Ginger,Zone B,89.93,58.4
2026-02-24,Capsicum,Zone A,33.23,33.1
2026-02-24,Capsicum,Zone B,32.93,32.4
2026-02-24,Cauliflower,Zone A,29.11,70.2
2026-02-24,Cauliflower,Zone B,27.8,86.0
2026-02-24,Chilli,Zone A,51.96,60.9
2026-02-24,Chilli,Zone B,54.24,31.3
2026-02-24,Grapes,Zone A,93.84,54.2
2026-02-24,Grapes,Zone B,94.8,72.4
2026-02-24,Apple,Zone A,150.31,50.8
2026-02-24,Apple,Zone B,150.37,85.8
2026-02-24,Banana,Zone A,42.11,28.8
2026-02-24,Banana,Zone B,41.88,96.5
2026-02-24,Strawberry,Zone A,145.99,29.5
2026-02-24,Strawberry,Zone B,149.55,93.6
2026-02-25,Tomato,Zone A,17.83,34.2
2026-02-25,Tomato,Zone B,17.73,68.0
2026-02-25,Onion,Zone A,44.53,73.4
2026-02-25,Onion,Zone B,45.08,85.4
2026-02-25,Potato,Zone A,19.42,93.3
2026-02-25,Potato,Zone B,20.32,94.6
2026-02-25,Garlic,Zone A,141.81,26.1
2026-02-25,Garlic,Zone B,133.9,94.6
2026-02-25,Ginger,Zone A,87.92,45.6
2026-02-25,Ginger,Zone B,86.08,77.7
2026-02-25,Capsicum,Zone A,34.65,25.4
2026-02-25,Capsicum,Zone B,34.93,96.8
2026-02-25,Cauliflower,Zone A,28.37,99.6
2026-02-25,Cauliflower,Zone B,28.59,50.8
2026-02-25,Chilli,Zone A,53.68,75.5
2026-02-25,Chilli,Zone B,53.63,83.5
2026-02-25,Grapes,Zone A,90.13,72.3
2026-02-25,Grapes,Zone B,86.21,53.5
2026-02-25,Apple,Zone A,150.36,62.6
2026-02-25,Apple,Zone B,153.81,50.8
2026-02-25,Banana,Zone A,45.08,66.2
2026-02-25,Banana,Zone B,46.07,79.9
2026-02-25,Strawberry,Zone A,150.72,20.2
2026-02-25,Strawberry,Zone B,160.07,21.4
2026-02-26,Tomato,Zone A,17.29,93.7
2026-02-26,Tomato,Zone B,16.09,47.9
2026-02-26,Onion,Zone A,47.94,85.5
2026-02-26,Onion,Zone B,45.8,31.5
2026-02-26,Potato,Zone A,22.78,93.0
2026-02-26,Potato,Zone B,21.5,86.2
2026-02-26,Garlic,Zone A,117.82,97.0
2026-02-26,Garlic,Zone B,123.32,50.2
2026-02-26,Ginger,Zone A,88.93,49.7
2026-02-26,Ginger,Zone B,87.12,73.0
2026-02-26,Capsicum,Zone A,31.26,89.6
2026-02-26,Capsicum,Zone B,29.3,49.2
2026-02-26,Cauliflower,Zone A,27.76,65.5
2026-02-26,Cauliflower,Zone B,29.46,32.0
2026-02-26,Chilli,Zone A,54.29,79.8
2026-02-26,Chilli,Zone B,54.1,44.0
2026-02-26,Grapes,Zone A,88.13,82.5
2026-02-26,Grapes,Zone B,90.68,42.9
2026-02-26,Apple,Zone A,149.25,22.6
2026-02-26,Apple,Zone B,147.75,60.3
2026-02-26,Banana,Zone A,43.94,74.4
2026-02-26,Banana,Zone B,44.09,64.3
2026-02-26,Strawberry,Zone A,162.67,60.1
2026-02-26,Strawberry,Zone B,160.03,53.9
2026-02-27,Tomato,Zone A,16.06,61.7
2026-02-27,Tomato,Zone B,16.06,30.0
2026-02-27,Onion,Zone A,44.12,37.5
2026-02-27,Onion,Zone B,42.6,79.7
2026-02-27,Potato,Zone A,21.42,85.3
2026-02-27,Potato,Zone B,20.79,45.1
2026-02-27,Garlic,Zone A,138.95,33.2
2026-02-27,Garlic,Zone B,138.69,71.7
2026-02-27,Ginger,Zone A,84.52,26.2
2026-02-27,Ginger,Zone B,87.97,87.7
2026-02-27,Capsicum,Zone A,29.64,63.3
2026-02-27,Capsicum,Zone B,29.12,67.8
2026-02-27,Cauliflower,Zone A,30.3,64.1
2026-02-27,Cauliflower,Zone B,31.11,22.6
2026-02-27,Chilli,Zone A,55.78,65.2
2026-02-27,Chilli,Zone B,54.0,83.2
2026-02-27,Grapes,Zone A,82.02,95.5
2026-02-27,Grapes,Zone B,79.98,48.5
2026-02-27,Apple,Zone A,145.54,35.6
2026-02-27,Apple,Zone B,149.69,78.1
2026-02-27,Banana,Zone A,47.9,27.8
2026-02-27,Banana,Zone B,46.78,79.3
2026-02-27,Strawberry,Zone A,141.12,32.0
2026-02-27,Strawberry,Zone B,138.69,50.6
2026-02-28,Tomato,Zone A,17.23,43.2
2026-02-28,Tomato,Zone B,16.29,57.0
2026-02-28,Onion,Zone A,45.21,77.5
2026-02-28,Onion,Zone B,48.17,84.6
2026-02-28,Potato,Zone A,21.66,32.9
2026-02-28,Potato,Zone B,21.99,61.3
